fact_pk,sprint_pk,team_pk,committed_story_points_completed,committed_story_points,story_points_completed,story_points_committed_at_start,avg_velocity_3_sprints,avg_velocity_4_sprints,story_points_added_during_sprint,story_points_removed_during_sprint,story_points_modified_scope,stories_with_modified_estimate,stories_completed,stories_estimated,total_stories
1324,32,15,8,14,16,14,12.00,11.50,1,0,0,0,1,1,1
1325,33,15,7,12,14,12,10.00,9.50,1,0,0,0,1,1,1
1326,34,15,9,13,16,13,11.00,10.50,2,0,0,0,1,1,1
1327,35,15,16,14,17,14,12.00,11.50,1,0,0,0,1,1,1
1328,36,15,6,12,17,12,10.00,9.50,1,0,0,0,1,1,1
1329,37,15,14,13,15,13,11.00,10.50,1,0,0,0,1,1,1
1330,38,15,14,14,16,14,12.00,11.50,3,0,0,0,1,1,1
1331,39,15,12,12,14,12,10.00,9.50,3,0,0,0,1,1,1
1332,40,15,6,13,14,13,11.00,10.50,3,0,0,0,1,1,1
1333,41,15,11,14,19,14,12.00,11.50,1,0,0,0,1,1,1
1334,42,15,11,12,14,12,10.00,9.50,1,0,0,0,1,1,1
1335,43,15,11,13,16,13,11.00,10.50,3,0,0,0,1,1,1
1336,44,15,13,14,16,14,12.00,11.50,1,0,0,0,1,1,1
1337,45,15,13,12,17,12,10.00,9.50,1,0,0,0,1,1,1
1338,46,15,10,13,16,13,11.00,10.50,2,0,0,0,1,1,1
1339,47,15,17,14,18,14,12.00,11.50,2,0,0,0,1,1,1
1340,48,15,10,12,14,12,10.00,9.50,3,0,0,0,1,1,1
1341,49,15,10,13,18,13,11.00,10.50,2,0,0,0,1,1,1
1342,50,15,15,14,18,14,12.00,11.50,2,0,0,0,1,1,1
1343,51,15,6,12,12,12,10.00,9.50,1,0,0,0,1,1,1
1344,52,15,6,13,16,13,11.00,10.50,4,0,0,0,1,1,1
1345,4,16,15,13,16,13,11.00,10.50,2,0,0,0,1,1,1
1346,5,16,9,14,17,14,12.00,11.50,2,0,0,0,1,1,1
1347,6,16,14,12,16,12,10.00,9.50,2,0,0,0,1,1,1
1348,7,16,15,13,18,13,11.00,10.50,3,0,0,0,1,1,1
1349,8,16,14,14,18,14,12.00,11.50,1,0,0,0,1,1,1
1350,9,16,9,12,12,12,10.00,9.50,4,0,0,0,1,1,1
1351,10,16,12,13,14,13,11.00,10.50,2,0,0,0,1,1,1
1352,11,16,15,14,14,14,12.00,11.50,1,0,0,0,1,1,1
1353,12,16,14,12,12,12,10.00,9.50,3,0,0,0,1,1,1
1354,13,16,8,13,15,13,11.00,10.50,0,0,0,0,1,1,1
1355,14,16,14,14,16,14,12.00,11.50,4,0,0,0,1,1,1
1356,15,16,14,12,16,12,10.00,9.50,3,0,0,0,1,1,1
1357,16,16,12,13,14,13,11.00,10.50,1,0,0,0,1,1,1
1358,17,16,17,14,17,14,12.00,11.50,4,0,0,0,1,1,1
1359,18,16,15,12,12,12,10.00,9.50,3,0,0,0,1,1,1
1360,19,16,9,13,18,13,11.00,10.50,0,0,0,0,1,1,1
1361,20,16,11,14,14,14,12.00,11.50,2,0,0,0,1,1,1
1362,21,16,7,12,14,12,10.00,9.50,2,0,0,0,1,1,1
1363,22,16,10,13,15,13,11.00,10.50,4,0,0,0,1,1,1
1364,23,16,7,14,17,14,12.00,11.50,1,0,0,0,1,1,1
1365,24,16,8,12,16,12,10.00,9.50,1,0,0,0,1,1,1
1366,25,16,8,13,14,13,11.00,10.50,3,0,0,0,1,1,1
1367,26,16,10,14,19,14,12.00,11.50,1,0,0,0,1,1,1
1368,28,16,9,13,17,13,11.00,10.50,2,0,0,0,1,1,1
1369,29,16,14,14,18,14,12.00,11.50,0,0,0,0,1,1,1
1370,30,16,8,12,14,12,10.00,9.50,1,0,0,0,1,1,1
1371,31,16,7,13,17,13,11.00,10.50,4,0,0,0,1,1,1
1372,32,16,15,14,15,14,12.00,11.50,0,0,0,0,1,1,1
1373,33,16,10,12,15,12,10.00,9.50,2,0,0,0,1,1,1
1374,34,16,9,13,13,13,11.00,10.50,1,0,0,0,1,1,1
1375,35,16,8,14,14,14,12.00,11.50,3,0,0,0,1,1,1
1376,36,16,12,12,15,12,10.00,9.50,4,0,0,0,1,1,1
1377,37,16,9,13,17,13,11.00,10.50,1,0,0,0,1,1,1
1378,38,16,17,14,15,14,12.00,11.50,2,0,0,0,1,1,1
1379,39,16,10,12,13,12,10.00,9.50,3,0,0,0,1,1,1
1380,40,16,15,13,15,13,11.00,10.50,4,0,0,0,1,1,1
1381,41,16,15,14,17,14,12.00,11.50,1,0,0,0,1,1,1
1382,42,16,8,12,14,12,10.00,9.50,0,0,0,0,1,1,1
1383,43,16,14,13,16,13,11.00,10.50,1,0,0,0,1,1,1
1384,44,16,9,14,18,14,12.00,11.50,4,0,0,0,1,1,1
1385,45,16,6,12,14,12,10.00,9.50,2,0,0,0,1,1,1
1386,46,16,13,13,17,13,11.00,10.50,4,0,0,0,1,1,1
1387,47,16,16,14,18,14,12.00,11.50,3,0,0,0,1,1,1
1388,48,16,15,12,13,12,10.00,9.50,0,0,0,0,1,1,1
1389,49,16,8,13,13,13,11.00,10.50,1,0,0,0,1,1,1
1390,50,16,13,14,17,14,12.00,11.50,4,0,0,0,1,1,1
1391,51,16,8,12,16,12,10.00,9.50,4,0,0,0,1,1,1
1392,52,16,11,13,17,13,11.00,10.50,0,0,0,0,1,1,1
1393,4,17,16,13,18,13,11.00,10.50,1,0,0,0,1,1,1
1394,5,17,10,14,15,14,12.00,11.50,2,0,0,0,1,1,1
1395,6,17,11,12,14,12,10.00,9.50,4,0,0,0,1,1,1
1396,7,17,7,13,15,13,11.00,10.50,3,0,0,0,1,1,1
1397,8,17,11,14,14,14,12.00,11.50,2,0,0,0,1,1,1
1398,9,17,14,12,16,12,10.00,9.50,4,0,0,0,1,1,1
1399,10,17,14,13,14,13,11.00,10.50,1,0,0,0,1,1,1
1400,11,17,13,14,16,14,12.00,11.50,1,0,0,0,1,1,1
1401,12,17,13,12,13,12,10.00,9.50,3,0,0,0,1,1,1
1402,13,17,9,13,14,13,11.00,10.50,1,0,0,0,1,1,1
1403,14,17,11,14,15,14,12.00,11.50,3,0,0,0,1,1,1
1404,15,17,5,12,16,12,10.00,9.50,1,0,0,0,1,1,1
1405,16,17,11,13,16,13,11.00,10.50,0,0,0,0,1,1,1
1406,17,17,17,14,19,14,12.00,11.50,2,0,0,0,1,1,1
1407,18,17,7,12,16,12,10.00,9.50,1,0,0,0,1,1,1
1408,19,17,7,13,15,13,11.00,10.50,3,0,0,0,1,1,1
1409,20,17,11,14,18,14,12.00,11.50,0,0,0,0,1,1,1
1410,21,17,9,12,17,12,10.00,9.50,3,0,0,0,1,1,1
1411,22,17,7,13,15,13,11.00,10.50,0,0,0,0,1,1,1
1412,23,17,15,14,18,14,12.00,11.50,3,0,0,0,1,1,1
1413,24,17,10,12,12,12,10.00,9.50,4,0,0,0,1,1,1
1414,25,17,9,13,17,13,11.00,10.50,1,0,0,0,1,1,1
1415,26,17,14,14,15,14,12.00,11.50,3,0,0,0,1,1,1
1416,28,17,7,13,14,13,11.00,10.50,1,0,0,0,1,1,1
1417,29,17,11,14,18,14,12.00,11.50,2,0,0,0,1,1,1
1418,30,17,13,12,13,12,10.00,9.50,1,0,0,0,1,1,1
1419,31,17,7,13,16,13,11.00,10.50,1,0,0,0,1,1,1
1420,32,17,9,14,16,14,12.00,11.50,0,0,0,0,1,1,1
1421,33,17,14,12,13,12,10.00,9.50,1,0,0,0,1,1,1
1422,34,17,14,13,18,13,11.00,10.50,1,0,0,0,1,1,1
1423,35,17,12,14,18,14,12.00,11.50,1,0,0,0,1,1,1
1424,36,17,12,12,14,12,10.00,9.50,2,0,0,0,1,1,1
1425,37,17,13,13,18,13,11.00,10.50,4,0,0,0,1,1,1
1426,38,17,9,14,14,14,12.00,11.50,1,0,0,0,1,1,1
1427,39,17,9,12,14,12,10.00,9.50,0,0,0,0,1,1,1
1428,40,17,16,13,17,13,11.00,10.50,3,0,0,0,1,1,1
1429,41,17,13,14,16,14,12.00,11.50,0,0,0,0,1,1,1
1430,42,17,8,12,16,12,10.00,9.50,0,0,0,0,1,1,1
1431,43,17,10,13,16,13,11.00,10.50,2,0,0,0,1,1,1
1432,44,17,14,14,15,14,12.00,11.50,2,0,0,0,1,1,1
1433,45,17,14,12,16,12,10.00,9.50,3,0,0,0,1,1,1
1434,46,17,15,13,13,13,11.00,10.50,1,0,0,0,1,1,1
1435,47,17,9,14,19,14,12.00,11.50,1,0,0,0,1,1,1
1436,48,17,14,12,15,12,10.00,9.50,0,0,0,0,1,1,1
1437,49,17,11,13,14,13,11.00,10.50,1,0,0,0,1,1,1
1438,50,17,8,14,14,14,12.00,11.50,3,0,0,0,1,1,1
1439,51,17,13,12,12,12,10.00,9.50,2,0,0,0,1,1,1
1440,52,17,12,13,16,13,11.00,10.50,1,0,0,0,1,1,1
1441,4,18,14,13,14,13,11.00,10.50,2,0,0,0,1,1,1
1442,5,18,8,14,17,14,12.00,11.50,4,0,0,0,1,1,1
1443,6,18,9,12,15,12,10.00,9.50,2,0,0,0,1,1,1
1444,7,18,12,13,14,13,11.00,10.50,1,0,0,0,1,1,1
1445,8,18,14,14,16,14,12.00,11.50,3,0,0,0,1,1,1
1446,9,18,9,12,16,12,10.00,9.50,1,0,0,0,1,1,1
1447,10,18,8,13,14,13,11.00,10.50,2,0,0,0,1,1,1
1448,11,18,10,14,16,14,12.00,11.50,3,0,0,0,1,1,1
1449,12,18,13,12,13,12,10.00,9.50,1,0,0,0,1,1,1
1450,13,18,7,13,15,13,11.00,10.50,1,0,0,0,1,1,1
1451,14,18,13,14,16,14,12.00,11.50,2,0,0,0,1,1,1
1452,15,18,10,12,15,12,10.00,9.50,2,0,0,0,1,1,1
1453,16,18,7,13,15,13,11.00,10.50,3,0,0,0,1,1,1
1454,17,18,16,14,18,14,12.00,11.50,1,0,0,0,1,1,1
1455,18,18,10,12,13,12,10.00,9.50,1,0,0,0,1,1,1
1456,19,18,15,13,16,13,11.00,10.50,1,0,0,0,1,1,1
1457,20,18,14,14,17,14,12.00,11.50,2,0,0,0,1,1,1
1458,21,18,15,12,17,12,10.00,9.50,4,0,0,0,1,1,1
1459,22,18,15,13,14,13,11.00,10.50,3,0,0,0,1,1,1
1460,23,18,17,14,16,14,12.00,11.50,3,0,0,0,1,1,1
1461,24,18,8,12,15,12,10.00,9.50,3,0,0,0,1,1,1
1462,25,18,7,13,14,13,11.00,10.50,3,0,0,0,1,1,1
1463,26,18,9,14,19,14,12.00,11.50,3,0,0,0,1,1,1
1464,28,18,16,13,15,13,11.00,10.50,3,0,0,0,1,1,1
1465,29,18,9,14,18,14,12.00,11.50,3,0,0,0,1,1,1
1466,30,18,11,12,16,12,10.00,9.50,3,0,0,0,1,1,1
1467,31,18,6,13,13,13,11.00,10.50,4,0,0,0,1,1,1
1468,32,18,14,14,14,14,12.00,11.50,3,0,0,0,1,1,1
1469,33,18,13,12,15,12,10.00,9.50,3,0,0,0,1,1,1
1470,34,18,13,13,16,13,11.00,10.50,4,0,0,0,1,1,1
1471,35,18,17,14,17,14,12.00,11.50,3,0,0,0,1,1,1
1472,36,18,10,12,16,12,10.00,9.50,3,0,0,0,1,1,1
1473,37,18,15,13,16,13,11.00,10.50,3,0,0,0,1,1,1
1474,38,18,7,14,17,14,12.00,11.50,1,0,0,0,1,1,1
1475,39,18,13,12,16,12,10.00,9.50,3,0,0,0,1,1,1
1476,40,18,11,13,16,13,11.00,10.50,1,0,0,0,1,1,1
1477,41,18,8,14,16,14,12.00,11.50,0,0,0,0,1,1,1
1478,42,18,14,12,12,12,10.00,9.50,0,0,0,0,1,1,1
1479,43,18,13,13,18,13,11.00,10.50,2,0,0,0,1,1,1
1480,44,18,7,14,19,14,12.00,11.50,3,0,0,0,1,1,1
1481,45,18,13,12,16,12,10.00,9.50,1,0,0,0,1,1,1
1482,46,18,7,13,15,13,11.00,10.50,3,0,0,0,1,1,1
1483,47,18,13,14,19,14,12.00,11.50,4,0,0,0,1,1,1
1484,48,18,13,12,15,12,10.00,9.50,2,0,0,0,1,1,1
1485,49,18,8,13,14,13,11.00,10.50,2,0,0,0,1,1,1
1486,50,18,16,14,14,14,12.00,11.50,3,0,0,0,1,1,1
1487,51,18,9,12,16,12,10.00,9.50,3,0,0,0,1,1,1
1488,52,18,14,13,15,13,11.00,10.50,1,0,0,0,1,1,1
1489,4,19,7,13,16,13,11.00,10.50,2,0,0,0,1,1,1
1490,5,19,12,14,19,14,12.00,11.50,2,0,0,0,1,1,1
1491,6,19,5,12,14,12,10.00,9.50,0,0,0,0,1,1,1
1492,7,19,7,13,14,13,11.00,10.50,4,0,0,0,1,1,1
1493,8,19,10,14,19,14,12.00,11.50,3,0,0,0,1,1,1
1494,9,19,9,12,13,12,10.00,9.50,2,0,0,0,1,1,1
1495,10,19,7,13,16,13,11.00,10.50,0,0,0,0,1,1,1
1496,11,19,12,14,15,14,12.00,11.50,3,0,0,0,1,1,1
1497,12,19,6,12,14,12,10.00,9.50,1,0,0,0,1,1,1
1498,13,19,13,13,15,13,11.00,10.50,3,0,0,0,1,1,1
1499,14,19,14,14,15,14,12.00,11.50,2,0,0,0,1,1,1
1500,15,19,10,12,15,12,10.00,9.50,4,0,0,0,1,1,1
1501,16,19,14,13,13,13,11.00,10.50,1,0,0,0,1,1,1
1502,17,19,14,14,15,14,12.00,11.50,4,0,0,0,1,1,1
1503,18,19,7,12,13,12,10.00,9.50,1,0,0,0,1,1,1
1504,19,19,15,13,16,13,11.00,10.50,3,0,0,0,1,1,1
1505,20,19,12,14,19,14,12.00,11.50,4,0,0,0,1,1,1
1506,21,19,6,12,12,12,10.00,9.50,2,0,0,0,1,1,1
1507,22,19,14,13,16,13,11.00,10.50,1,0,0,0,1,1,1
1508,23,19,16,14,17,14,12.00,11.50,1,0,0,0,1,1,1
1509,24,19,8,12,16,12,10.00,9.50,2,0,0,0,1,1,1
1510,25,19,8,13,18,13,11.00,10.50,1,0,0,0,1,1,1
1511,26,19,10,14,16,14,12.00,11.50,3,0,0,0,1,1,1
1512,28,19,10,13,13,13,11.00,10.50,2,0,0,0,1,1,1
1513,29,19,16,14,15,14,12.00,11.50,2,0,0,0,1,1,1
1514,30,19,5,12,13,12,10.00,9.50,2,0,0,0,1,1,1
1515,31,19,12,13,14,13,11.00,10.50,2,0,0,0,1,1,1
1516,32,19,16,14,18,14,12.00,11.50,1,0,0,0,1,1,1
1517,33,19,9,12,15,12,10.00,9.50,0,0,0,0,1,1,1
1518,34,19,13,13,17,13,11.00,10.50,0,0,0,0,1,1,1
1519,35,19,9,14,15,14,12.00,11.50,0,0,0,0,1,1,1
1520,36,19,13,12,17,12,10.00,9.50,3,0,0,0,1,1,1
1521,37,19,14,13,15,13,11.00,10.50,3,0,0,0,1,1,1
1522,38,19,16,14,17,14,12.00,11.50,0,0,0,0,1,1,1
1523,39,19,12,12,16,12,10.00,9.50,1,0,0,0,1,1,1
1524,40,19,12,13,18,13,11.00,10.50,3,0,0,0,1,1,1
1525,41,19,12,14,19,14,12.00,11.50,2,0,0,0,1,1,1
1526,42,19,12,12,15,12,10.00,9.50,3,0,0,0,1,1,1
1527,43,19,16,13,17,13,11.00,10.50,2,0,0,0,1,1,1
1528,44,19,15,14,16,14,12.00,11.50,3,0,0,0,1,1,1
1529,45,19,15,12,16,12,10.00,9.50,0,0,0,0,1,1,1
1530,46,19,10,13,14,13,11.00,10.50,3,0,0,0,1,1,1
1531,47,19,8,14,15,14,12.00,11.50,3,0,0,0,1,1,1
1532,48,19,10,12,14,12,10.00,9.50,0,0,0,0,1,1,1
1533,49,19,9,13,15,13,11.00,10.50,0,0,0,0,1,1,1
1534,50,19,8,14,16,14,12.00,11.50,2,0,0,0,1,1,1
1535,51,19,8,12,13,12,10.00,9.50,1,0,0,0,1,1,1
1536,52,19,16,13,14,13,11.00,10.50,1,0,0,0,1,1,1
1537,4,20,7,13,17,13,11.00,10.50,3,0,0,0,1,1,1
1538,5,20,8,14,15,14,12.00,11.50,3,0,0,0,1,1,1
1539,6,20,5,12,14,12,10.00,9.50,0,0,0,0,1,1,1
1540,7,20,11,13,15,13,11.00,10.50,1,0,0,0,1,1,1
1541,8,20,8,14,19,14,12.00,11.50,3,0,0,0,1,1,1
1542,9,20,9,12,13,12,10.00,9.50,2,0,0,0,1,1,1
1543,10,20,15,13,14,13,11.00,10.50,3,0,0,0,1,1,1
1544,11,20,11,14,18,14,12.00,11.50,2,0,0,0,1,1,1
1545,12,20,11,12,13,12,10.00,9.50,0,0,0,0,1,1,1
1546,13,20,11,13,17,13,11.00,10.50,4,0,0,0,1,1,1
1547,14,20,12,14,19,14,12.00,11.50,2,0,0,0,1,1,1
1548,15,20,12,12,15,12,10.00,9.50,3,0,0,0,1,1,1
1549,16,20,15,13,14,13,11.00,10.50,1,0,0,0,1,1,1
1550,17,20,11,14,17,14,12.00,11.50,4,0,0,0,1,1,1
1551,18,20,6,12,12,12,10.00,9.50,1,0,0,0,1,1,1
1552,19,20,14,13,13,13,11.00,10.50,3,0,0,0,1,1,1
1553,20,20,13,14,16,14,12.00,11.50,3,0,0,0,1,1,1
1554,21,20,14,12,16,12,10.00,9.50,3,0,0,0,1,1,1
1555,22,20,15,13,14,13,11.00,10.50,1,0,0,0,1,1,1
1556,23,20,17,14,18,14,12.00,11.50,2,0,0,0,1,1,1
1557,24,20,14,12,14,12,10.00,9.50,1,0,0,0,1,1,1
1558,25,20,16,13,17,13,11.00,10.50,0,0,0,0,1,1,1
1559,26,20,10,14,16,14,12.00,11.50,1,0,0,0,1,1,1
1560,28,20,13,13,14,13,11.00,10.50,3,0,0,0,1,1,1
1561,29,20,16,14,17,14,12.00,11.50,0,0,0,0,1,1,1
1562,30,20,13,12,12,12,10.00,9.50,2,0,0,0,1,1,1
1563,31,20,15,13,17,13,11.00,10.50,0,0,0,0,1,1,1
1564,32,20,15,14,19,14,12.00,11.50,2,0,0,0,1,1,1
1565,33,20,8,12,15,12,10.00,9.50,2,0,0,0,1,1,1
1566,34,20,16,13,14,13,11.00,10.50,2,0,0,0,1,1,1
1567,35,20,9,14,15,14,12.00,11.50,3,0,0,0,1,1,1
1568,36,20,14,12,15,12,10.00,9.50,2,0,0,0,1,1,1
1569,37,20,15,13,16,13,11.00,10.50,2,0,0,0,1,1,1
1570,38,20,10,14,16,14,12.00,11.50,3,0,0,0,1,1,1
1571,39,20,13,12,15,12,10.00,9.50,1,0,0,0,1,1,1
1572,40,20,14,13,15,13,11.00,10.50,1,0,0,0,1,1,1
1573,41,20,11,14,15,14,12.00,11.50,3,0,0,0,1,1,1
1574,42,20,9,12,13,12,10.00,9.50,3,0,0,0,1,1,1
1575,43,20,9,13,18,13,11.00,10.50,0,0,0,0,1,1,1
1576,44,20,16,14,16,14,12.00,11.50,1,0,0,0,1,1,1
1577,45,20,6,12,16,12,10.00,9.50,0,0,0,0,1,1,1
1578,46,20,14,13,17,13,11.00,10.50,0,0,0,0,1,1,1
1579,47,20,8,14,15,14,12.00,11.50,3,0,0,0,1,1,1
1580,48,20,8,12,12,12,10.00,9.50,3,0,0,0,1,1,1
1581,49,20,11,13,16,13,11.00,10.50,3,0,0,0,1,1,1
1582,50,20,14,14,16,14,12.00,11.50,1,0,0,0,1,1,1
1583,51,20,9,12,16,12,10.00,9.50,3,0,0,0,1,1,1
1584,52,20,10,13,18,13,11.00,10.50,3,0,0,0,1,1,1
1585,4,21,8,13,15,13,11.00,10.50,3,0,0,0,1,1,1
1586,5,21,11,14,16,14,12.00,11.50,1,0,0,0,1,1,1
1587,6,21,6,12,15,12,10.00,9.50,2,0,0,0,1,1,1
1588,7,21,6,13,13,13,11.00,10.50,1,0,0,0,1,1,1
1589,8,21,16,14,14,14,12.00,11.50,3,0,0,0,1,1,1
1590,9,21,6,12,13,12,10.00,9.50,3,0,0,0,1,1,1
1591,10,21,7,13,17,13,11.00,10.50,1,0,0,0,1,1,1
1592,11,21,9,14,18,14,12.00,11.50,2,0,0,0,1,1,1
1593,12,21,9,12,17,12,10.00,9.50,0,0,0,0,1,1,1
1594,13,21,9,13,15,13,11.00,10.50,4,0,0,0,1,1,1
1595,14,21,13,14,18,14,12.00,11.50,3,0,0,0,1,1,1
1596,15,21,6,12,16,12,10.00,9.50,1,0,0,0,1,1,1
1597,16,21,9,13,15,13,11.00,10.50,3,0,0,0,1,1,1
1598,17,21,14,14,19,14,12.00,11.50,1,0,0,0,1,1,1
1599,18,21,9,12,14,12,10.00,9.50,3,0,0,0,1,1,1
1600,19,21,15,13,13,13,11.00,10.50,3,0,0,0,1,1,1
1601,20,21,10,14,15,14,12.00,11.50,1,0,0,0,1,1,1
1602,21,21,5,12,13,12,10.00,9.50,4,0,0,0,1,1,1
1603,22,21,15,13,18,13,11.00,10.50,3,0,0,0,1,1,1
1604,23,21,12,14,18,14,12.00,11.50,3,0,0,0,1,1,1
1605,24,21,6,12,14,12,10.00,9.50,2,0,0,0,1,1,1
1606,25,21,10,13,15,13,11.00,10.50,3,0,0,0,1,1,1
1607,26,21,15,14,16,14,12.00,11.50,1,0,0,0,1,1,1
1608,28,21,15,13,16,13,11.00,10.50,0,0,0,0,1,1,1
1609,29,21,9,14,19,14,12.00,11.50,1,0,0,0,1,1,1
1610,30,21,9,12,15,12,10.00,9.50,1,0,0,0,1,1,1
1611,31,21,16,13,16,13,11.00,10.50,2,0,0,0,1,1,1
1612,32,21,12,14,15,14,12.00,11.50,1,0,0,0,1,1,1
1613,33,21,12,12,16,12,10.00,9.50,3,0,0,0,1,1,1
1614,34,21,14,13,17,13,11.00,10.50,2,0,0,0,1,1,1
1615,35,21,15,14,17,14,12.00,11.50,0,0,0,0,1,1,1
1616,36,21,14,12,13,12,10.00,9.50,1,0,0,0,1,1,1
1617,37,21,13,13,17,13,11.00,10.50,3,0,0,0,1,1,1
1618,38,21,16,14,15,14,12.00,11.50,2,0,0,0,1,1,1
1619,39,21,14,12,15,12,10.00,9.50,0,0,0,0,1,1,1
1620,40,21,16,13,17,13,11.00,10.50,2,0,0,0,1,1,1
1621,41,21,14,14,15,14,12.00,11.50,1,0,0,0,1,1,1
1622,42,21,14,12,13,12,10.00,9.50,2,0,0,0,1,1,1
1623,43,21,16,13,16,13,11.00,10.50,2,0,0,0,1,1,1
1624,44,21,11,14,16,14,12.00,11.50,0,0,0,0,1,1,1
1625,45,21,14,12,14,12,10.00,9.50,1,0,0,0,1,1,1
1626,46,21,8,13,14,13,11.00,10.50,0,0,0,0,1,1,1
1627,47,21,9,14,15,14,12.00,11.50,1,0,0,0,1,1,1
1628,48,21,15,12,13,12,10.00,9.50,0,0,0,0,1,1,1
1629,49,21,9,13,17,13,11.00,10.50,2,0,0,0,1,1,1
1630,50,21,14,14,16,14,12.00,11.50,1,0,0,0,1,1,1
1631,51,21,11,12,16,12,10.00,9.50,2,0,0,0,1,1,1
1632,52,21,13,13,15,13,11.00,10.50,1,0,0,0,1,1,1
1633,4,22,13,13,14,13,11.00,10.50,1,0,0,0,1,1,1
1634,5,22,15,14,17,14,12.00,11.50,2,0,0,0,1,1,1
1635,6,22,7,12,14,12,10.00,9.50,4,0,0,0,1,1,1
1636,7,22,16,13,17,13,11.00,10.50,4,0,0,0,1,1,1
1637,8,22,16,14,17,14,12.00,11.50,3,0,0,0,1,1,1
1638,9,22,9,12,16,12,10.00,9.50,1,0,0,0,1,1,1
1639,10,22,14,13,15,13,11.00,10.50,2,0,0,0,1,1,1
1640,11,22,17,14,15,14,12.00,11.50,4,0,0,0,1,1,1
1641,12,22,6,12,15,12,10.00,9.50,2,0,0,0,1,1,1
1642,13,22,7,13,18,13,11.00,10.50,2,0,0,0,1,1,1
1643,14,22,10,14,15,14,12.00,11.50,1,0,0,0,1,1,1
1644,15,22,7,12,15,12,10.00,9.50,2,0,0,0,1,1,1
1645,16,22,8,13,15,13,11.00,10.50,2,0,0,0,1,1,1
1646,17,22,15,14,18,14,12.00,11.50,2,0,0,0,1,1,1
1647,18,22,9,12,12,12,10.00,9.50,3,0,0,0,1,1,1
1648,19,22,15,13,14,13,11.00,10.50,2,0,0,0,1,1,1
1649,20,22,8,14,18,14,12.00,11.50,1,0,0,0,1,1,1
1650,21,22,10,12,13,12,10.00,9.50,4,0,0,0,1,1,1
1651,22,22,13,13,17,13,11.00,10.50,4,0,0,0,1,1,1
1652,23,22,15,14,15,14,12.00,11.50,4,0,0,0,1,1,1
1653,24,22,14,12,16,12,10.00,9.50,3,0,0,0,1,1,1
1654,25,22,7,13,17,13,11.00,10.50,1,0,0,0,1,1,1
1655,26,22,8,14,16,14,12.00,11.50,3,0,0,0,1,1,1
1656,28,22,8,13,15,13,11.00,10.50,4,0,0,0,1,1,1
1657,29,22,12,14,16,14,12.00,11.50,1,0,0,0,1,1,1
1658,30,22,6,12,15,12,10.00,9.50,1,0,0,0,1,1,1
1659,31,22,8,13,14,13,11.00,10.50,2,0,0,0,1,1,1
1660,32,22,8,14,19,14,12.00,11.50,1,0,0,0,1,1,1
1661,33,22,15,12,17,12,10.00,9.50,2,0,0,0,1,1,1
1662,34,22,13,13,15,13,11.00,10.50,2,0,0,0,1,1,1
1663,35,22,12,14,14,14,12.00,11.50,2,0,0,0,1,1,1
1664,36,22,14,12,14,12,10.00,9.50,1,0,0,0,1,1,1
1665,37,22,16,13,14,13,11.00,10.50,0,0,0,0,1,1,1
1666,38,22,7,14,16,14,12.00,11.50,1,0,0,0,1,1,1
1667,39,22,13,12,14,12,10.00,9.50,0,0,0,0,1,1,1
1668,40,22,10,13,16,13,11.00,10.50,4,0,0,0,1,1,1
1669,41,22,17,14,17,14,12.00,11.50,0,0,0,0,1,1,1
1670,42,22,11,12,16,12,10.00,9.50,1,0,0,0,1,1,1
1671,43,22,10,13,16,13,11.00,10.50,3,0,0,0,1,1,1
1672,44,22,12,14,14,14,12.00,11.50,2,0,0,0,1,1,1
1673,45,22,13,12,15,12,10.00,9.50,2,0,0,0,1,1,1
1674,46,22,7,13,14,13,11.00,10.50,3,0,0,0,1,1,1
1675,47,22,9,14,16,14,12.00,11.50,0,0,0,0,1,1,1
1676,48,22,8,12,17,12,10.00,9.50,4,0,0,0,1,1,1
1677,49,22,14,13,17,13,11.00,10.50,2,0,0,0,1,1,1
1678,50,22,13,14,18,14,12.00,11.50,1,0,0,0,1,1,1
1679,51,22,10,12,12,12,10.00,9.50,3,0,0,0,1,1,1
1680,52,22,16,13,17,13,11.00,10.50,1,0,0,0,1,1,1
1681,4,23,10,13,17,13,11.00,10.50,0,0,0,0,1,1,1
1682,5,23,10,14,18,14,12.00,11.50,3,0,0,0,1,1,1
1683,6,23,7,12,14,12,10.00,9.50,0,0,0,0,1,1,1
1684,7,23,12,13,13,13,11.00,10.50,3,0,0,0,1,1,1
1685,8,23,17,14,15,14,12.00,11.50,4,0,0,0,1,1,1
1686,9,23,10,12,16,12,10.00,9.50,1,0,0,0,1,1,1
1687,10,23,11,13,14,13,11.00,10.50,0,0,0,0,1,1,1
1688,11,23,9,14,17,14,12.00,11.50,3,0,0,0,1,1,1
1689,12,23,7,12,15,12,10.00,9.50,1,0,0,0,1,1,1
1690,13,23,15,13,17,13,11.00,10.50,1,0,0,0,1,1,1
1691,14,23,14,14,16,14,12.00,11.50,1,0,0,0,1,1,1
1692,15,23,7,12,15,12,10.00,9.50,2,0,0,0,1,1,1
1693,16,23,15,13,17,13,11.00,10.50,0,0,0,0,1,1,1
1694,17,23,11,14,18,14,12.00,11.50,3,0,0,0,1,1,1
1695,18,23,9,12,14,12,10.00,9.50,4,0,0,0,1,1,1
1696,19,23,10,13,14,13,11.00,10.50,1,0,0,0,1,1,1
1697,20,23,8,14,15,14,12.00,11.50,2,0,0,0,1,1,1
